id,name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
756,Switzerland,76910446,83140790,96283589,108895857,110150966,114685587,132149001,120241183,149468322,144955938,159190912
760,Syria,480892,466826,1175384,2315246,192696,1208512,294137,667842,722274,581777,68408
762,Tajikistan,71826,39774,6525,43736,117582,12860,12860,6682,559547,384610,0
764,Thailand,239705318,280998850,272934874,398181485,497662429,309251170,181259044,186773445,370236762,319511329,272581886
768,Togo,1205787,87814,2114041,22598,19482,105537,312319,445197,269640,727369,1370736
772,Tokelau,46580,188778,323795,259211,415445,32152,108656,163921,59856,0,0
776,Tonga,0,0,0,0,0,92845,14690,0,0,0,0
780,Trinidad and Tobago,2936952,4674048,5886458,9625056,7177001,12192482,12658498,14323263,14563733,9508095,11213109
784,United Arab Emirates,29809258,41477698,37448534,41730621,63627769,72289482,112369701,87837845,91423750,140586693,127715754
788,Tunisia,1314763,621891,571795,647717,1317822,789039,1178095,1342636,1616136,471915,440916
792,Turkey,13707621,22047564,32945613,32602146,51783895,58770602,66740491,48118723,62164014,69720167,73121915
795,Turkmenistan,39774,0,7092,17248672,26637,3595928,4686,248248,62062,431426,555354
796,Turks and Caicos Islands,59833,807366,209389,757233,348714,5146652,2361358,380123,97164,174961,550908
798,Tuvalu,0,0,0,0,0,0,0,0,0,0,0
800,Uganda,953411,293745,496546,520158,1627952,911692,529131,392994,1540586,702144,725190
804,Ukraine,1722611,3291756,8916707,5047711,5385849,12861742,26177577,7829030,16190154,22546152,37934336
807,Macedonia,192501,178715,88651,34377,43185,268907,278945,307774,103664,616808,248285
818,Egypt,13128815,7153524,14165077,10511356,12775332,14117184,19779533,20302660,33944220,23273607,26661623
826,United Kingdom,587342563,577780660,598427428,662112992,714743526,739821395,778025425,616094349,588622673,556933740,511377636
834,Tanzania,1705023,1081850,926674,1834011,3537123,3343301,3272811,7071549,3062652,3809567,3730496
854,Burkina Faso,4518,4410,3159,0,591756,611820,934584,43787,1110594,100387,196865
858,Uruguay,4781683,3807226,5957576,5743109,4932726,6818785,8107477,6821188,12018856,10654751,7536503
860,Uzbekistan,435392,81880,142928,190028,199882,246371,239960,625603,304289,300859,92167
862,Venezuela,34500896,13399205,28670800,48693096,62639664,74659278,69980041,45209186,36911668,38101621,48178024
876,Wallis and Futuna,0,0,0,0,0,0,0,0,5077,0,0
882,Samoa,289476,0,11004,75827,292533,196608,63872,0,6590,6846,0
887,Yemen,993918,816286,362603,930853,1564471,2715844,3409451,6645657,7876290,998831,696803
894,Zambia,441655,153399,1846542,990612,719139,1341746,1506888,1007315,833146,1215482,1011007
